Member Number,Current Plan Start Date,Current Plan End Date
10282185,20111109,20120309
10282113,20110222,20110831
10282131,20110225,20120331
10293869,20110218,20110701
10649144,20130201,20130201
10649144,20130201,20130201
10295335,20150305,20160504
10787459,20140111,20150210
10295402,20140206,20150805
10295402,20140206,20150805
10107654,20100612,20110615
10282100,20110217,20110701
10282103,20110223,20110701
10281994,20110128,20120228
10278582,20110831,20120101
10277749,20120326,20130401
10279827,20121004,20140103
10279827,20121004,20140103
10442443,20111122,20121201
10764773,20131031,20141129
10278596,20121006,20121205
10278596,20121006,20121205
10278596,20121006,20121205
10166427,20100606,20110906
10899120,20160109,20170408
10899120,20160109,20170408
10138801,20121203,20140102
10138801,20121203,20140102
10138801,20121203,20140102
10138814,20110829,20121129
10138814,20110829,20121129
10138831,20100831,20110831
10771325,20131119,20141218
10771325,20131119,20141218
10771327,20131217,20150116
10771327,20131217,20150116
10771327,20131217,20150116
10139081,20111014,20130114
10139081,20111014,20130114
10139127,20101023,20111023
10139128,20101023,20111023
10964257,20150708,20151107
10148156,20120129,20130428
10148156,20120129,20130428
10148322,20100629,20110831
10148314,20100615,20110615
10148319,20100630,20110701
10268510,20110228,20110701
10277414,20121231,20131230
10277414,20121231,20131230
10277510,20100630,20110701
10269796,20111102,20120302
10278169,20110429,20110829
10268472,20110216,20110701
10131606,20111022,20130221
10120249,20111019,20121119
10285909,20121231,20121231
10835004,20140601,20140701
10789009,20140121,20140520
10174448,20111025,20120225
10174612,20111117,20121217
10173435,20110503,20110903
10173586,20120703,20131202
10831843,20140507,20140606
10698266,20141014,20150213
10698266,20141014,20150213
10698266,20141014,20150213
10698266,20141014,20150213
10698266,20141014,20150213
10698266,20141014,20150213
10287529,20111019,20111130
10174383,20120801,20121101
10263495,20110514,20110914
10698298,20150914,20161113
10126420,20120307,20120506
10135098,20120101,20130101
10135267,20121022,20121221
10135298,20121022,20121221
10135298,20121022,20121221
10085330,20110602,20130615
10557056,20120608,20130615
10557056,20120608,20130615
10149929,20111003,20120203
10133489,20110916,20120116
10824619,20140414,20150613
10298301,20100903,20110903
10299122,20110213,20110615
10520678,20120325,20120724
10283796,20111001,20120201
10295073,20120304,20130403
10295322,20111211,20130810
10295322,20111211,20130810
10295321,20160217,20170316
10295321,20160217,20170316
10295321,20160217,20170316
10296078,20130325,20140424
10783374,20140504,20140903
10783374,20140504,20140903
10918481,20150205,20150604
10490979,20120606,20121005
10468674,20120110,20120206
10551811,20120528,20120927
10705727,20140901,20140901
10293504,20100925,20110925
10293568,20101031,20111031
10562959,20120621,20130625
10295095,20151208,20170107
10295095,20151208,20170107
10295095,20151208,20170107
10295227,20131023,20141122
10295227,20131023,20141122
10295227,20131023,20141122
10295227,20131023,20141122
10295227,20131023,20141122
10295227,20131023,20141122
10710902,20160201,20170201
10710902,20160201,20170201
10710902,20160201,20170201
10710902,20160201,20170201
10710902,20160201,20170201
10280743,20120508,20130607
10281445,20100921,20110921
10281609,20101020,20111220
10281586,20111219,20130418
10281586,20111219,20130418
10281519,20111005,20121005
10281519,20111005,20121005
10467568,20120109,20120508
10281533,20101006,20111006
10281597,20120301,20130430
10281518,20101004,20111004
10281549,20101010,20111010
10281595,20101018,20111018
10279502,20150507,20160706
10086397,20110513,20120513
10548160,20150819,20160918
10159098,20110522,20120522
10277610,20110830,20121130
10277610,20110830,20121130
10277644,20110913,20120913
10472590,20120116,20130115
10277499,20100626,20110701
10277505,20100628,20110701
10277900,20110127,20120227
10277966,20110215,20110615
10085704,20151110,20161209
10085704,20151110,20161209
10085704,20151110,20161209
10282443,20110425,20110825
10118897,20110119,20120219
10108446,20110219,20110701
10264980,20120422,20130521
10091498,20100926,20110926
10267328,20140922,20151121
10267329,20140922,20151121
10267329,20140922,20151121
10268916,20110531,20120601
10280264,20131029,20141128
10281077,20100529,20110701
10280229,20110417,20120417
10474550,20120117,20120213
10278259,20111228,20130101
10278260,20110531,20110930
10267717,20100613,20110615
10403348,20111003,20120203
10267732,20100619,20110701
10133732,20110929,20120129
10133731,20120321,20120620
10133731,20120321,20120620
10875885,20140928,20151027
10608062,20130125,20130524
10608062,20130125,20130524
10375267,20100625,20110701
10479543,20120201,20130201
10131764,20100617,20110701
10132076,20100921,20110921
10582953,20120801,20121130
10132079,20120209,20130508
10132079,20120209,20130508
10132093,20100924,20110924
10286152,20110228,20110701
10113292,20110221,20110701
10113465,20110822,20120922
10131769,20100620,20110701
10286272,20110427,20110827
10286333,20120306,20120315
10285577,20111011,20120211
10938455,20150408,20150807
10284181,20111112,20121212
10280908,20100421,20110701
10052766,20100630,20110701
10281260,20121102,20121201
10281144,20100622,20110701
10283024,20110626,20111126
10283035,20110627,20120127
10283087,20110701,20120801
10277992,20110228,20110701
10281601,20101019,20111019
10279231,20130521,20130920
10279231,20130521,20130920
10782308,20150202,20160401
10782308,20150202,20160401
10268783,20110429,20110829
10542269,20120505,20130515
10542269,20120505,20130515
10267725,20100615,20110831
10686943,20130430,20130829
10686943,20130430,20130829
10283386,20110811,20111211
10283387,20110811,20111211
10284711,20130727,20131126
10277339,20110301,20120601
10697706,20150812,20160911
10697706,20150812,20160911
10697706,20150812,20160911
10697706,20150812,20160911
10697706,20150812,20160911
10262949,20101028,20120128
10281610,20101020,20111220
10282993,20110621,20111021
10282153,20110228,20110701
10278604,20110905,20121005
10278603,20110905,20121005
10951978,20150530,20150929
10278621,20110902,20120915
10280016,20120405,20130504
10280016,20120405,20130504
10279661,20120303,20130302
10107669,20100625,20110701
10107695,20100628,20110701
10107724,20121012,20131111
10107724,20121012,20131111
10278658,20110919,20120119
10278374,20110705,20111105
10800289,20140301,20140401
10277550,20110119,20120419
10267228,20111006,20130106
10443636,20121003,20131008
10261295,20130101,20130101
10620102,20121019,20131118
10109177,20130501,20130501
10278106,20110810,20111210
10112337,20110429,20120729
10131343,20101125,20120225
10131344,20101125,20120225
10130528,20121210,20140309
10130528,20121210,20140309
10284160,20111110,20120310
10578911,20120725,20130730
10125006,20100619,20110701
10747504,20130920,20141019
10931055,20150401,20150430
10914788,20150128,20150227
10281147,20100622,20110701
10284148,20111108,20120308
10282827,20110602,20111002
10282154,20110228,20110701
10284152,20111109,20111209
10544558,20151201,20151201
10281086,20100531,20110630
10278418,20110719,20120819
10278418,20110719,20120819
10278418,20110719,20120819
10267830,20100731,20110831
10267918,20100831,20110831
10075914,20111110,20120209
10260230,20111026,20120326
10088158,20120522,20130521
10559505,20120627,20130701
10286342,20110528,20110928
10550037,20120524,20130601
10253824,20110504,20110904
10253865,20110519,20120619
10254546,20150510,20160609
10254546,20150510,20160609
10254546,20150510,20160609
10262242,20100512,20110912
10689006,20151108,20170107
10689006,20151108,20170107
10689006,20151108,20170107
10689006,20151108,20170107
10689006,20151108,20170107
10277095,20121213,20131212
10277095,20121213,20131212
10277095,20121213,20131212
10256201,20110726,20110930
10256210,20110729,20110829
10266785,20150211,20160410
10266785,20150211,20160410
10268346,20110113,20120213
10268463,20110211,20110615
10267712,20100611,20110615
10269447,20110912,20120112
10269448,20120113,20120512
10269448,20120113,20120512
10349954,20130716,20140915
10269500,20120122,20120521
10269500,20120122,20120521
10281534,20111008,20130108
10281721,20120131,20120330
10266854,20130105,20140304
10107057,20120405,20130504
10107057,20120405,20130504
10107056,20110104,20120404
10107105,20110506,20120506
10277655,20100917,20110917
10277663,20100922,20110922
10281476,20100927,20110927
10281608,20101020,20111020
10578350,20120724,20121123
10578350,20120724,20121123
10279953,20111127,20120326
10457798,20111222,20120118
10280017,20120106,20130405
10280127,20110329,20120329
10277697,20101017,20111017
10277698,20111019,20121219
10277698,20111019,20121219
10279129,20101114,20120214
10277696,20101017,20111017
10269469,20110915,20120115
10269470,20110915,20120115
10137592,20120502,20130501
10577818,20120723,20130822
10278435,20111124,20120323
10128363,20110114,20120214
10672979,20130313,20140412
10672979,20130313,20140412
10128817,20110525,20110925
10119176,20110630,20120701
10113737,20130704,20140708
10113737,20130704,20140708
10123010,20120813,20130912
10123010,20120813,20130912
10132148,20101002,20111202
10132172,20101006,20111006
10132169,20101006,20111006
10132170,20101006,20111006
10133532,20110921,20120121
10132504,20120227,20130301
10132504,20120227,20130301
10132611,20110218,20120318
10286374,20110609,20111009
10932218,20150417,20150516
10267219,20100626,20110926
10269102,20110630,20111030
10277691,20101014,20111014
10267069,20121117,20131216
10267069,20121117,20131216
10267069,20121117,20131216
10787696,20150312,20160611
10267352,20091031,20101101
10267409,20110105,20120405
10676244,20150828,20160927
10842198,20140609,20141008
10255410,20120511,20120910
10255410,20120511,20120910
10258085,20120105,20130115
10257627,20120105,20130115
10253832,20111001,20120401
10285973,20110106,20120115
10286275,20110428,20110828
10255597,20111231,20130101
10052984,20140401,20150401
10583791,20120803,20130815
10284392,20150613,20160712
10284392,20150613,20160712
10284392,20150613,20160712
10945589,20150501,20160501
10945589,20150501,20160501
10284654,20130208,20130507
10284654,20130208,20130507
10277504,20100630,20110701
10277509,20100630,20110701
10281529,20101005,20111005
10281529,20101005,20111005
10281530,20101005,20111005
10281585,20111019,20121019
10281585,20111019,20121019
10277489,20100618,20110701
10277497,20100630,20110701
10277498,20100630,20110701
10277500,20100630,20110701
10277501,20100630,20110701
10279412,20120715,20130914
10279412,20120715,20130914
10279412,20120715,20130914
10279412,20120715,20130914
10280275,20120804,20130803
10280275,20120804,20130803
10279191,20120228,20120327
10279191,20120228,20120327
10279191,20120228,20120327
10584636,20141006,20151105
10268965,20110606,20111006
10277336,20140829,20150928
10277336,20140829,20150928
10277336,20140829,20150928
10277254,20110113,20120413
10086573,20120109,20130408
10256525,20111005,20120205
10256526,20111005,20120205
10277257,20100114,20110115
10260114,20130801,20140831
10260114,20130801,20140831
10260114,20130801,20140831
10278271,20110531,20110930
10551503,20120528,20120701
10278354,20110628,20111028
10077426,20110523,20110923
10130827,20130428,20140527
10247593,20110519,20120819
10106721,20140412,20150511
10106721,20140412,20150511
10106721,20140412,20150511
10106721,20140412,20150511
10504875,20120306,20130315
10260217,20100614,20110815
10269984,20150608,20160807
10269984,20150608,20160807
10269984,20150608,20160807
10260094,20110310,20120310
10670685,20130305,20130904
10695639,20140604,20150603
10695639,20140604,20150603
10253404,20100531,20110701
10529642,20120410,20130415
10173486,20120801,20121001
10670036,20130418,20960722
10456517,20111220,20120116
10261580,20111117,20120317
10657219,20130128,20140227
10243012,20110908,20120908
10263441,20110620,20110831
10284032,20111027,20120227
10284134,20111107,20120307
10283805,20111004,20111104
10052243,20130201,20140228
10281122,20100615,20110615
10281117,20100615,20110615
10282484,20120523,20130622
10282484,20120523,20130622
10282527,20110429,20110829
10281113,20100616,20110701
